huc8,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude
02080101,444511,bay713,twqm,main,vadeq,odu,cb5.5,2018-01-18t00:00:00,15:40:00,19,,,13,m,ism,m1,spcond,,34454,umhos/cm,f01,,,,,,37.6918,-76.18967
02080101,444511,bay713,twqm,main,vadeq,odu,cb5.5,2018-01-18t00:00:00,15:40:00,19,,,14,m,ism,m1,spcond,,34532,umhos/cm,f01,,,,,,37.6918,-76.18967
02080101,444511,bay713,twqm,main,vadeq,odu,cb5.5,2018-01-18t00:00:00,15:40:00,19,,,15,m,ism,m1,spcond,,34578,umhos/cm,f01,,,,,,37.6918,-76.18967
02080101,444511,bay713,twqm,main,vadeq,odu,cb5.5,2018-01-18t00:00:00,15:40:00,19,,,16,m,ism,m1,spcond,,34753,umhos/cm,f01,,,,,,37.6918,-76.18967
02080101,444511,bay713,twqm,main,vadeq,odu,cb5.5,2018-01-18t00:00:00,15:40:00,19,,,17,m,ism,m1,spcond,,34855,umhos/cm,f01,,,,,,37.6918,-76.18967
02080101,444511,bay713,twqm,main,vadeq,odu,cb5.5,2018-01-18t00:00:00,15:40:00,19,,,1,s,ism,m1,spcond,,32796,umhos/cm,f01,,,,,,37.6918,-76.18967
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,4,ap,ism,m1,spcond,,34145,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,11,b,ism,m1,spcond,,34978,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,8,bp,ism,m1,spcond,,34636,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,2,m,ism,m1,spcond,,34020,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,3,m,ism,m1,spcond,,34055,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,5,m,ism,m1,spcond,,34256,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,6,m,ism,m1,spcond,,34429,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,7,m,ism,m1,spcond,,34527,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,9,m,ism,m1,spcond,,34741,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,10,m,ism,m1,spcond,,34883,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444513,bay713,twqm,main,vadeq,odu,cb6.1,2018-01-18t00:00:00,14:49:00,12,,,1,s,ism,m1,spcond,,34012,umhos/cm,f01,,,,,,37.58847,-76.16216
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,9,b,ism,m1,spcond,,32347,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,2,m,ism,m1,spcond,,32208,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,3,m,ism,m1,spcond,,32215,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,4,m,ism,m1,spcond,,32217,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,5,m,ism,m1,spcond,,32250,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,6,m,ism,m1,spcond,,32300,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,7,m,ism,m1,spcond,,32357,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,8,m,ism,m1,spcond,,32363,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444543,bay713,twqm,main,vadeq,odu,le3.6,2018-01-18t00:00:00,14:10:00,10,,,1,s,ism,m1,spcond,,32131,umhos/cm,f01,,,,,,37.5968,-76.28467
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,11,ap,ism,m1,spcond,,33461,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,33,b,ism,m1,spcond,,36870,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,21,bp,ism,m1,spcond,,34584,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,2,m,ism,m1,spcond,,32443,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,3,m,ism,m1,spcond,,32447,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,4,m,ism,m1,spcond,,32575,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,5,m,ism,m1,spcond,,32826,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,6,m,ism,m1,spcond,,32841,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,7,m,ism,m1,spcond,,32951,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,8,m,ism,m1,spcond,,33305,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,9,m,ism,m1,spcond,,33412,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,10,m,ism,m1,spcond,,33474,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,12,m,ism,m1,spcond,,33886,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,13,m,ism,m1,spcond,,34010,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,14,m,ism,m1,spcond,,34128,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,15,m,ism,m1,spcond,,34440,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,17,m,ism,m1,spcond,,34568,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,19,m,ism,m1,spcond,,34574,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,23,m,ism,m1,spcond,,34602,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,25,m,ism,m1,spcond,,34621,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,27,m,ism,m1,spcond,,34635,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,29,m,ism,m1,spcond,,34849,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,31,m,ism,m1,spcond,,36444,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444508,bay713,twqm,main,vadeq,odu,cb5.4,2018-01-19t00:00:00,08:12:00,34,,,1,s,ism,m1,spcond,,32456,umhos/cm,f01,,,,,,37.80013,-76.17466
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,3,ap,ism,m1,spcond,,35770,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,9,b,ism,m1,spcond,,40668,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,7,bp,ism,m1,spcond,,38729,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,2,m,ism,m1,spcond,,34591,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,4,m,ism,m1,spcond,,36265,umhos/cm,f01,,,,,data_not_recorded_on_data_logger_in_the_field._data_manually_entered_from_hand_written_field_sheet.,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,5,m,ism,m1,spcond,,36991,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,6,m,ism,m1,spcond,,37288,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,8,m,ism,m1,spcond,,38875,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444515,bay713,twqm,main,vadeq,odu,cb6.2,2018-01-19t00:00:00,12:44:00,10,,,1,s,ism,m1,spcond,,33358,umhos/cm,f01,,,,,,37.4868,-76.15633
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,5,ap,ism,m1,spcond,,35672,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,11,b,ism,m1,spcond,,40473,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,8,bp,ism,m1,spcond,,40422,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,2,m,ism,m1,spcond,,34052,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,3,m,ism,m1,spcond,,34556,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,4,m,ism,m1,spcond,,34721,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,6,m,ism,m1,spcond,,37816,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,7,m,ism,m1,spcond,,38608,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,9,m,ism,m1,spcond,,40462,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,10,m,ism,m1,spcond,,40472,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444517,bay713,twqm,main,vadeq,odu,cb6.3,2018-01-19t00:00:00,13:19:00,12,6,7,1,s,ism,m1,spcond,,34039,umhos/cm,f01,,,,,,37.41153,-76.15966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,17,b,ism,m1,spcond,,38490,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,2,m,ism,m1,spcond,,32972,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,3,m,ism,m1,spcond,,33064,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,4,m,ism,m1,spcond,,33521,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,5,m,ism,m1,spcond,,33697,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,6,m,ism,m1,spcond,,33742,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,7,m,ism,m1,spcond,,33806,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,8,m,ism,m1,spcond,,34267,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,9,m,ism,m1,spcond,,34462,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,10,m,ism,m1,spcond,,34701,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,11,m,ism,m1,spcond,,34956,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,12,m,ism,m1,spcond,,35640,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,13,m,ism,m1,spcond,,36176,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,14,m,ism,m1,spcond,,36328,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,15,m,ism,m1,spcond,,36730,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444521,bay713,twqm,main,vadeq,odu,cb7.1,2018-01-19t00:00:00,11:07:00,18,,,1,s,ism,m1,spcond,,32634,umhos/cm,f01,,,,,,37.68346,-75.98966
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,16,b,ism,m1,spcond,,43476,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,2,m,ism,m1,spcond,,34637,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,3,m,ism,m1,spcond,,34861,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,4,m,ism,m1,spcond,,35549,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,5,m,ism,m1,spcond,,36724,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,6,m,ism,m1,spcond,,36908,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,7,m,ism,m1,spcond,,37222,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,8,m,ism,m1,spcond,,37320,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,9,m,ism,m1,spcond,,37858,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,10,m,ism,m1,spcond,,39139,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,11,m,ism,m1,spcond,,41244,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,12,m,ism,m1,spcond,,41925,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,13,m,ism,m1,spcond,,42437,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,14,m,ism,m1,spcond,,42616,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,15,m,ism,m1,spcond,,43066,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444524,bay713,twqm,main,vadeq,odu,cb7.1s,2018-01-19t00:00:00,11:54:00,17,,,1,s,ism,m1,spcond,,34610,umhos/cm,f01,,,,,,37.58124,-76.05799
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,19,b,ism,m1,spcond,,43215,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,2,m,ism,m1,spcond,,34812,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,3,m,ism,m1,spcond,,35678,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,4,m,ism,m1,spcond,,36302,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,5,m,ism,m1,spcond,,37811,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,6,m,ism,m1,spcond,,40872,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,7,m,ism,m1,spcond,,41345,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,8,m,ism,m1,spcond,,42206,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,9,m,ism,m1,spcond,,42467,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,10,m,ism,m1,spcond,,42732,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,11,m,ism,m1,spcond,,42960,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,12,m,ism,m1,spcond,,43049,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,13,m,ism,m1,spcond,,43043,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,14,m,ism,m1,spcond,,43133,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,15,m,ism,m1,spcond,,43160,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,17,m,ism,m1,spcond,,43184,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444526,bay713,twqm,main,vadeq,odu,cb7.2,2018-01-19t00:00:00,13:50:00,20,,,1,s,ism,m1,spcond,,34742,umhos/cm,f01,,,,,,37.41153,-76.07966
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,12,b,ism,m1,spcond,,40918,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,2,m,ism,m1,spcond,,36342,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,3,m,ism,m1,spcond,,37044,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,4,m,ism,m1,spcond,,37238,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,5,m,ism,m1,spcond,,38314,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,6,m,ism,m1,spcond,,39864,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,7,m,ism,m1,spcond,,39934,umhos/cm,f01,,,,,,37.41153,-76.02466
02080101,444528,bay713,twqm,main,vadeq,odu,cb7.2e,2018-01-19t00:00:00,14:17:00,13,,,8,m,ism,m1,spcond,,39986,umhos/cm,f01,,,,,,37.41153,-76.02466
